record_id,airline_code,airline_name,flight_number,origin_airport,destination_airport,departure_datetime,arrival_datetime,duration_min,status,delay_min,aircraft_type,cabin_class,seat,passenger_id,passenger_gender,passenger_age,passenger_nationality,booking_datetime,sales_channel,payment_method,ticket_price,currency,ticket_price_usd_est,bags_total,bags_checked
94,UA,United,UA8744,PTY,MAD,15/09/2025 01:29,09-15-2025 06:43 AM,323,DIVERTED,0,A320,PREMIUM_ECONOMY,13D,90655cce-4237-4cb4-a757-68670417f057,F,40,CO,05-20-2025 06:57 AM,AGENCIA,PAYPAL,107.19,USD,107.19,0,0
95,B6,JetBlue,B63301,HAV,BCN,10-28-2024 04:43 PM,28/10/2024 20:30,226,ON_TIME,0,A319,ECONOMY,41F,fb19ed4c-9d69-4a6d-ac36-5da56733d3fe,M,22,CR,10-23-2024 05:59 PM,AGENCIA,PUNTOS,"47,93",USD,47.93,1,0
96,AM,Aeromexico,AM2873,SAL,MEX,18/01/2024 00:29,18/01/2024 06:14,120,DELAYED,226,B738,ECONOMY,27A,0f5b96ae-d5e1-4398-8f3a-bdb3dbf82fd8,F,28,CU,27/11/2023 06:23,AGENCIA,TRANSFERENCIA,109.92,USD,109.92,3,2
97,BA,British Airways,BA1771,LIM,MIA,31/10/2024 03:58,31/10/2024 09:25,335,ON_TIME,0,B767,ECONOMY,41E,cc388e91-b2a1-4023-b735-34311068d498,F,36,SV,07/02/2024 12:49,AGENCIA,TARJETA,52.67,USD,52.67,3,2
98,LA,LATAM,LA7067,BOG,GUA,11-15-2025 09:23 PM,16/11/2025 01:33,238,ON_TIME,0,B757,ECONOMY,31E,d0b44633-dbb3-430b-965f-6e036fbe1345,Femenino,36,US,25/10/2025 07:19,WEB,TRANSFERENCIA,93.21,USD,93.21,1,0
99,UA,United,UA7716,CUN,MAD,13/11/2024 21:31,14/11/2024 07:53,401,DELAYED,196,A321,ECONOMY,37C,82a789a6-ad98-41c5-b06d-61244bb977b4,Masculino,22,GT,23/09/2024 02:56,CALL_CENTER,EFECTIVO,85.95,USD,85.95,0,0
100,AM,Aeromexico,AM4897,MIA,HAV,13/10/2024 22:08,14/10/2024 00:46,140,ON_TIME,0,CRJ9,ECONOMY,24B,e6f2c415-51bf-4656-9e52-ca0a4085cfcf,F,34,MX,07/07/2024 23:26,WEB,TARJETA,54.6,GTQ,6.99,2,1
101,WN,Southwest,WN9627,HAV,BCN,03-19-2025 09:15 PM,03-20-2025 03:45 AM,391,ON_TIME,0,B757,ECONOMY,21B,07fea39d-f0d3-4c9d-8c97-bff3f2d4bc26,Femenino,38,MX,13/03/2025 08:10,CALL_CENTER,EFECTIVO,99.11,EUR,108.03,1,0
102,B6,JetBlue,B65536,SAP,SJO,30/12/2025 20:20,30/12/2025 21:52,96,ON_TIME,0,B738,ECONOMY,25E,157e1840-463a-4ff9-8897-5ef2f901918f,F,48,ES,11/09/2025 23:49,AEROPUERTO,PUNTOS,117.78,USD,117.78,1,0
103,FR,Ryanair,FR2847,SAL,SJO,05/11/2025 21:28,06/11/2025 00:07,161,ON_TIME,0,A320,ECONOMY,40C,95dd8272-8bf0-4c20-af8f-bf151403459a,F,16,CR,14/08/2025 19:16,CALL_CENTER,EFECTIVO,58.66,MXN,3.4,1,0
104,AM,AEROMEXICO,AM3388,SJO,SAP,03/06/2024 15:40,03/06/2024 21:17,185,DELAYED,139,A320,ECONOMY,45A,15dd8c0c-ece9-477f-b1e9-82c97e351036,M,40,CO,03-31-2024 08:12 PM,APP,PAYPAL,97.5,USD,97.5,1,0
105,FR,Ryanair,FR1772,GUA,CUN,03/01/2025 05:48,03/01/2025 07:41,112,ON_TIME,0,B738,ECONOMY,24E,e88a43b3-e6b4-4512-8b39-d2b9c7166007,Femenino,40,CU,11-27-2024 03:51 PM,CALL_CENTER,TRANSFERENCIA,313.71,USD,313.71,1,0
106,IB,Iberia,IB5874,PTY,HAV,06/07/2025 07:44,06/07/2025 14:11,378,ON_TIME,0,E190,ECONOMY,23A,82f77c04-527c-4cc4-a7ac-cc29a2096a27,M,41,CO,09/04/2025 02:58,WEB,PAYPAL,121.2,EUR,132.11,1,0
107,AA,American Airlines,AA0886,BCN,BOG,04/09/2024 09:03,09/04/2024 13:21,177,DELAYED,56,B737,BUSINESS,6F,6ce6d505-86a2-4b39-a800-01a854f19960,M,46,US,01/03/2024 23:37,AGENCIA,TRANSFERENCIA,225.08,USD,225.08,1,0
108,CM,Copa Airlines,CM5280,MEX,BOG,02/09/2024 17:48,03/09/2024 02:54,411,DELAYED,134,A320,ECONOMY,21C,b3105eef-7238-4118-a845-270daf4969cd,M,29,PA,28/07/2024 11:00,APP,PUNTOS,106.23,GTQ,13.6,1,0
109,UA,United,UA3461,JFK,SAL,06-22-2025 04:14 PM,22/06/2025 20:04,221,ON_TIME,0,A319,ECONOMY,34C,b1358e9f-7f7a-4db8-87bc-989c17c1c67b,M,23,GT,14/05/2025 06:45,AEROPUERTO,PUNTOS,74.97,USD,74.97,1,0
110,AV,Avianca,AV1719,MIA,SAP,11/11/2025 19:58,12/11/2025 05:05,372,DELAYED,169,B738,ECONOMY,17F,b2224830-6300-46d4-b309-e639d363dd22,F,27,GT,03/11/2025 21:51,CALL_CENTER,PAYPAL,83.82,USD,83.82,1,0
111,UA,United,UA3788,PTY,SAL,06/04/2024 03:35,,,CANCELLED,,B738,ECONOMY,,65ea8ba3-ffb5-4978-b4e2-5147ae457ef8,M,64,GT,24/03/2024 11:37,APP,PAYPAL,"42,37",USD,42.37,0,0
112,DL,Delta,DL2733,GUA,PTY,23/10/2025 23:04,24/10/2025 04:00,193,DELAYED,90,A320,ECONOMY,19A,c0c779b8-ccd2-4e5a-84b9-7c1db46bacf1,M,42,MX,07-30-2025 02:54 AM,AGENCIA,TRANSFERENCIA,46.32,MXN,2.69,3,2
113,AA,American Airlines,AA8571,MAD,bog,08/12/2025 18:29,09/12/2025 03:39,347,DELAYED,183,B757,ECONOMY,35D,4599d69d-3363-49f9-8828-3d4b705747fb,F,27,CU,16/08/2025 18:32,APP,PAYPAL,119.24,EUR,129.97,0,0
114,AM,Aeromexico,AM7325,SJO,SAL,09/06/2025 07:03,09/06/2025 13:30,373,ON_TIME,0,CRJ9,PREMIUM_ECONOMY,15A,e2d1b773-59e3-4f00-aded-3e8624c80205,F,34,MX,04/04/2025 15:09,CALL_CENTER,EFECTIVO,75.41,USD,75.41,1,0
115,LA,LATAM,LA4784,GUA,LIM,08/03/2025 17:40,09/03/2025 02:28,326,DELAYED,212,A321,ECONOMY,35F,605224a0-4b0b-4e60-b675-aaa214a32a3e,F,24,HN,08/02/2025 20:58,CALL_CENTER,TRANSFERENCIA,103.32,USD,103.32,0,0
116,DL,DELTA,DL7913,SAP,SAL,30/07/2025 17:24,31/07/2025 00:34,414,ON_TIME,0,A319,ECONOMY,22A,765be883-52fe-446d-9515-525427d2265c,M,24,US,29/04/2025 07:18,CALL_CENTER,TARJETA,87.86,EUR,95.77,2,1
117,DL,Delta,DL2174,SAL,SAP,27/10/2024 21:45,10-28-2024 04:16 AM,381,ON_TIME,0,A319,ECONOMY,35F,e071fa2a-2867-4b21-b27d-0b8a7a1f9357,M,34,CO,19/09/2024 06:54,APP,EFECTIVO,64.84,USD,64.84,2,1
118,AM,Aeromexico,AM7416,sjo,HAV,03-30-2024 03:18 PM,03-30-2024 07:28 PM,225,ON_TIME,0,CRJ9,ECONOMY,37F,b006ec69-f232-4eb3-ac2a-6120f3c8e4c9,F,61,HN,22/02/2024 01:27,WEB,PUNTOS,"101,68",USD,101.68,1,0
119,FR,Ryanair,FR3171,LIM,CUN,10-29-2024 01:22 AM,10-29-2024 08:04 AM,166,DELAYED,214,E190,ECONOMY,38F,dc1f36c0-89c7-456c-9758-3b40d1a5aad1,F,7,PE,09/04/2024 04:02,AEROPUERTO,TARJETA,86.94,USD,86.94,1,0
120,BA,British Airways,BA8277,BOG,LAX,02/04/2024 16:54,02/04/2024 20:44,238,ON_TIME,0,B757,ECONOMY,20B,506b2d60-f750-4186-8712-fae143b892fc,F,25,GT,19/02/2024 02:09,APP,TARJETA,109.77,USD,109.77,1,0
121,UA,United,UA6144,SJO,SAL,14/09/2024 18:45,09-14-2024 10:32 PM,214,ON_TIME,0,B767,BUSINESS,8E,9599ecb6-16b5-4411-b3a0-338e81d16fb6,X,23,CU,09/12/2024 15:03,AGENCIA,PAYPAL,172.13,USD,172.13,1,0
122,UA,United,UA2917,LAX,SAP,03/02/2025 03:41,03/02/2025 05:04,87,ON_TIME,0,B787,BUSINESS,8E,90f079a0-1ea2-4ebf-8a08-dc5cfd1f9dd3,F,40,US,11/08/2024 06:52,APP,PAYPAL,242.62,MXN,14.07,1,0
123,LA,LATAM,LA8942,MAD,SAL,16/12/2024 09:35,16/12/2024 15:57,367,ON_TIME,0,B738,ECONOMY,37A,bfdc3d7a-43e3-493a-a359-28372e249d7a,M,18,CR,12/06/2024 09:58,WEB,TARJETA,72.45,USD,72.45,1,0
124,BA,BRITISH AIRWAYS,BA7558,PTY,SJO,16/10/2024 19:39,10-16-2024 09:40 PM,50,DELAYED,46,E190,ECONOMY,16E,814e877a-3306-49e9-9cac-7e46e6a60746,M,27,HN,05/10/2024 10:26,AGENCIA,EFECTIVO,64.8,USD,64.8,1,0
125,BA,British Airways,BA5433,LIM,BCN,01-13-2025 09:53 AM,01-13-2025 01:39 PM,214,ON_TIME,0,B739,ECONOMY,19C,e280f892-12c5-4ff3-b374-da49b5288f8a,M,56,US,02/12/2024 18:25,AGENCIA,PUNTOS,93.85,GTQ,12.01,1,0
126,AA,American Airlines,AA9661,CUN,MEX,16/05/2025 09:57,16/05/2025 19:36,355,DELAYED,229,B767,PREMIUM_ECONOMY,15B,00a7e1d1-d5ce-4a1e-a150-68ccf5b4aff8,F,17,CU,05/05/2025 10:53,WEB,PUNTOS,151.62,GTQ,19.41,2,1
127,AM,AEROMEXICO,AM5310,BOG,MEX,09/01/2024 05:26,09/01/2024 15:31,384,DELAYED,216,E190,FIRST,3B,eba85334-86b6-45d3-b620-ac43e54b4bcd,M,61,MX,12-16-2023 10:50 AM,APP,PAYPAL,444.26,EUR,484.24,0,0
128,IB,Iberia,IB1939,LIM,BCN,26/02/2025 19:25,02-27-2025 01:02 AM,336,ON_TIME,0,B739,ECONOMY,34F,00646a27-ca70-4c0a-9cde-f1497d817828,F,14,PE,01/11/2024 11:52,CALL_CENTER,TRANSFERENCIA,68.75,MXN,3.99,1,0
129,CM,Copa Airlines,CM7724,BCN,PTY,12/06/2024 15:48,06/12/2024 21:35,347,ON_TIME,0,B757,ECONOMY,23A,6d5f0636-1f1e-4ca5-8582-a41b53657d55,F,50,MX,05-24-2024 07:16 PM,WEB,PUNTOS,63.58,USD,63.58,1,0
130,DL,Delta,DL2136,PTY,LAX,27/05/2025 08:44,27/05/2025 13:56,306,ON_TIME,0,A320,ECONOMY,45D,6f4cbfc9-9319-48c7-874f-7a454e000c01,F,39,US,04/07/2025 20:36,WEB,TARJETA,"106,82",USD,106.82,2,1
131,FR,Ryanair,FR5176,MAD,SAP,09/02/2025 11:36,09/02/2025 19:17,260,DELAYED,188,B757,ECONOMY,23D,6af23b7b-14a8-493b-a076-0632818301de,Masculino,21,CR,26/01/2025 22:28,AGENCIA,PAYPAL,"79,77",GTQ,10.21,2,1
132,WN,Southwest,WN5545,MAD,PTY,14/03/2025 14:12,03-14-2025 06:11 PM,232,DIVERTED,0,E190,ECONOMY,22D,f65f0dd9-e679-4282-b6e8-d91c7c37bdba,F,0,PA,19/02/2025 02:37,AEROPUERTO,PAYPAL,56.91,USD,56.91,1,0
133,FR,Ryanair,FR9823,GUA,MEX,09-16-2025 06:31 PM,09-16-2025 08:01 PM,91,ON_TIME,0,B787,ECONOMY,18A,c9161d5d-c062-4f23-8e81-6c6526713a1e,M,30,SV,30/06/2025 16:45,CALL_CENTER,PAYPAL,52.63,USD,52.63,1,0
134,UA,United,UA9153,PTY,HAV,01/01/2024 05:21,01/01/2024 07:21,125,DIVERTED,0,A321,ECONOMY,27F,a783ca77-aae2-42d6-bf52-03ecc9ffd432,M,55,US,10-26-2023 04:34 AM,,TARJETA,49.38,USD,49.38,2,1
135,WN,Southwest,WN6537,HAV,SJO,08/09/2025 05:50,08/09/2025 11:35,339,ON_TIME,0,A321,BUSINESS,8D,8e1c70bd-21fb-4baa-8fdb-557f5fd82b47,F,28,PA,11/06/2025 14:53,AEROPUERTO,TARJETA,187.57,USD,187.57,1,0
136,AM,AEROMEXICO,AM6082,MIA,MAD,06-18-2024 06:22 PM,19/06/2024 00:07,338,ON_TIME,0,B787,ECONOMY,45B,759b3436-5d17-4602-9c24-b4da5e65c8ba,Femenino,52,,15/03/2024 10:27,AGENCIA,EFECTIVO,49.28,USD,49.28,2,1
137,WN,Southwest,WN5622,LAX,SAL,05/11/2024 01:00,05/11/2024 03:36,158,ON_TIME,0,B737,PREMIUM_ECONOMY,14E,deddc282-69f2-4c54-bdd2-7d404d9eb65f,F,49,PE,07-16-2024 03:11 AM,APP,PAYPAL,110.35,EUR,120.28,1,0
138,AM,Aeromexico,AM9304,MAD,JFK,05/08/2024 04:40,05/08/2024 09:16,275,ON_TIME,0,A319,BUSINESS,9B,03777968-587b-4168-b3f3-07a752fbc5d4,F,21,US,05-24-2024 02:46 PM,CALL_CENTER,EFECTIVO,210.65,USD,210.65,3,2
139,CM,Copa Airlines,CM2746,PTY,MAD,15/03/2024 19:11,15/03/2024 23:57,275,ON_TIME,0,B757,ECONOMY,33C,f5fd5dad-02ba-4826-8cb0-330936c89cbe,M,36,SV,29/01/2024 21:33,APP,PUNTOS,66.02,USD,66.02,1,0
140,AA,American Airlines,AA7753,SAL,MAD,05/05/2024 19:53,05/05/2024 23:37,220,ON_TIME,0,B757,ECONOMY,38C,a0b8efdb-8d42-4ce0-84a3-f67b845e6966,F,34,ES,01/12/2024 05:04,AGENCIA,PUNTOS,71.17,USD,71.17,1,0
141,AA,American Airlines,AA9241,JFK,SJO,25/04/2025 02:15,04-25-2025 04:14 AM,124,ON_TIME,0,B777,BUSINESS,6B,092d5833-c5fa-4e66-87ca-a86269d29d27,F,35,PA,02/02/2025 22:07,AEROPUERTO,EFECTIVO,225.92,USD,225.92,1,0
142,WN,Southwest,WN6386,JFK,MEX,09-17-2025 12:50 AM,09-17-2025 02:38 AM,90,ON_TIME,0,A321,ECONOMY,20C,5cdcfdef-7fe2-459b-bb79-d7db86b63392,M,54,MX,02/08/2025 15:20,AEROPUERTO,TARJETA,52.81,GTQ,6.76,1,0
143,B6,JetBlue,b62469,HAV,LIM,22/06/2025 23:41,23/06/2025 06:23,395,ON_TIME,0,B757,ECONOMY,41C,90f0f4b5-911f-4356-b72f-8e1425d1afae,M,61,SV,05-29-2025 07:23 PM,WEB,PAYPAL,41.13,USD,41.13,1,0
144,AM,Aeromexico,AM7747,BCN,MIA,25/06/2025 07:48,06-25-2025 09:00 AM,61,ON_TIME,0,B739,ECONOMY,20A,992d2abd-8680-4a3b-b992-c8113f0634fb,F,32,SV,15/04/2025 16:37,APP,TRANSFERENCIA,"100,07",MXN,5.8,2,1
145,BA,British Airways,BA5545,LIM,GUA,08/02/2025 14:46,08/02/2025 16:39,107,ON_TIME,0,E190,ECONOMY,27A,53a7f846-6612-496c-a47a-91870dab9810,M,37,SV,07/01/2025 18:19,AGENCIA,TARJETA,65.5,USD,65.5,1,0
146,DL,Delta,DL2628,SJO,PTY,20/02/2025 14:21,20/02/2025 15:58,99,ON_TIME,0,B738,ECONOMY,33F,01b17b4b-51c7-4998-a06a-8372ddb431cb,F,31,PA,18/11/2024 08:20,CALL_CENTER,TRANSFERENCIA,68.54,GTQ,8.77,1,0
147,CM,Copa Airlines,CM1754,GUA,SAL,25/08/2025 16:09,25/08/2025 22:42,371,ON_TIME,0,B787,ECONOMY,16E,b5569b10-575d-41d4-b793-cd8055150b5e,F,26,US,13/07/2025 17:05,AEROPUERTO,PAYPAL,109.66,USD,109.66,1,0
148,CM,Copa Airlines,CM8512,BOG,BCN,29/04/2025 15:39,29/04/2025 22:29,404,ON_TIME,0,B777,ECONOMY,38A,c35441b1-07eb-43b6-a8dd-045b4be2faf0,F,38,US,03/02/2025 23:40,WEB,PAYPAL,63.91,MXN,3.71,0,0
149,FR,Ryanair,FR7055,JFK,BCN,18/03/2025 18:05,03-19-2025 12:11 AM,365,ON_TIME,0,B737,ECONOMY,39A,1251657c-d120-4e52-99f6-97ef3b46b466,F,45,CU,17/01/2025 19:23,CALL_CENTER,TARJETA,90.7,USD,90.7,1,0
150,WN,Southwest,WN9539,SAP,BCN,07-16-2024 08:33 AM,07-16-2024 12:40 PM,229,ON_TIME,0,B738,ECONOMY,39A,c603d747-bbf2-4188-af88-f301168ea511,F,44,HN,27/06/2024 23:33,AGENCIA,EFECTIVO,101.53,USD,101.53,1,0
151,UA,UNITED,UA6267,SAP,LAX,02-29-2024 11:08 PM,01/03/2024 07:07,415,DELAYED,54,B739,ECONOMY,44F,052de2cb-6feb-4150-8410-28d168e64e33,F,23,SV,14/12/2023 02:49,WEB,PUNTOS,66.95,USD,66.95,2,1
152,WN,Southwest,WN8590,SJO,lim,20/06/2024 11:57,20/06/2024 13:53,123,ON_TIME,0,B757,FIRST,2E,5db69d6b-c7ae-4016-b578-43c41caaa084,F,43,US,04-25-2024 02:07 AM,CALL_CENTER,EFECTIVO,383.23,USD,383.23,0,0
153,AA,AMERICAN AIRLINES,AA0226,MEX,GUA,05/06/2025 18:16,06/05/2025 22:49,256,ON_TIME,0,B738,ECONOMY,27E,d4874a92-9e4f-471a-bb97-c5783720c051,M,33,ES,14/05/2025 06:37,CALL_CENTER,PUNTOS,"84,87",USD,84.87,0,0
154,UA,UNITED,ua1768,sap,MAD,02-21-2025 09:08 PM,21/02/2025 23:44,153,ON_TIME,0,E190,ECONOMY,33D,47d30d52-e289-4d5f-b04b-e1d084a8bbea,Femenino,50,MX,11-23-2024 10:26 PM,WEB,PAYPAL,"66,22",USD,66.22,1,0
155,WN,SOUTHWEST,WN0483,SJO,HAV,18/03/2024 08:44,18/03/2024 14:57,206,DELAYED,146,B737,ECONOMY,22E,887f89b6-0ee0-4fe9-b67e-5e58b7819fd3,F,41,GT,03/12/2024 00:45,AEROPUERTO,TRANSFERENCIA,75.89,USD,75.89,1,0
156,FR,RYANAIR,FR2379,MEX,BCN,09/03/2024 04:37,03/09/2024 11:49,418,ON_TIME,0,A319,ECONOMY,43F,5fabbe9c-b8f6-4152-87e5-aa3c1941a56c,M,31,US,26/12/2023 00:10,AGENCIA,PUNTOS,119.65,USD,119.65,1,0
157,BA,British Airways,BA9908,MEX,CUN,23/05/2024 00:31,23/05/2024 07:22,207,DELAYED,205,A319,ECONOMY,29D,52f0fb9f-bf51-4b8f-8e5a-bf2b74b91fcd,M,44,CU,23/01/2024 01:14,APP,EFECTIVO,108.28,USD,108.28,1,0
158,DL,Delta,DL8606,MEX,HAV,30/05/2024 02:37,30/05/2024 05:09,160,ON_TIME,0,A320,BUSINESS,6D,17d56762-9356-486d-b226-595607810683,Femenino,50,US,22/02/2024 20:33,APP,PAYPAL,180.51,MXN,10.47,1,0
159,AV,Avianca,AV6776,JFK,MAD,06/02/2025 21:19,02/07/2025 02:54,320,DIVERTED,0,B767,ECONOMY,28E,673c7c9c-a846-4aab-98db-4f764c922891,X,42,US,30/12/2024 06:54,AGENCIA,TRANSFERENCIA,73.07,USD,73.07,1,0
160,UA,United,UA2931,BCN,JFK,03/11/2024 01:04,11/03/2024 04:07,173,ON_TIME,0,B738,BUSINESS,10B,a6a11db7-ef25-4daf-b783-1f61185c7e93,F,38,SV,02-24-2024 02:36 AM,AGENCIA,TARJETA,171.2,USD,171.2,1,0
161,CM,Copa Airlines,CM5719,LAX,CUN,01/05/2025 13:55,01/05/2025 17:10,137,DELAYED,61,E190,ECONOMY,40C,8c401e58-5576-41d1-ba5d-e796dba9375a,M,35,PA,20/02/2025 13:17,CALL_CENTER,EFECTIVO,100.31,USD,100.31,1,0
162,AM,AEROMEXICO,AM6780,SAL,BOG,02/08/2024 02:00,02/08/2024 03:56,100,DIVERTED,0,B787,ECONOMY,25E,3a8835ca-969c-493b-b685-8b425b17f533,F,23,CR,25/11/2023 08:49,CALL_CENTER,PUNTOS,"169,41",USD,169.41,0,0
163,FR,Ryanair,FR6794,BOG,LIM,09/03/2024 02:16,09/03/2024 07:16,292,ON_TIME,0,B777,PREMIUM_ECONOMY,13E,d3a0ca6a-4e28-491e-bd22-3282f659e34b,x,20,CO,10/11/2023 21:37,AEROPUERTO,PAYPAL,"71,89",USD,71.89,1,0
164,FR,RYANAIR,FR7578,CUN,LIM,06-19-2025 10:51 PM,20/06/2025 03:34,189,DELAYED,88,CRJ9,ECONOMY,33C,e31a440b-bb12-4816-bc08-c714563690fa,m,49,CO,06/05/2025 10:05,AEROPUERTO,PUNTOS,107.46,EUR,117.13,2,1
165,B6,JetBlue,B64959,SAP,CUN,06/10/2025 18:31,06/10/2025 22:22,206,ON_TIME,0,A321,ECONOMY,37C,04a870b5-dea8-4f62-9ac9-7ee01f4727ae,M,42,MX,05/05/2025 18:10,CALL_CENTER,PUNTOS,"101,49",MXN,5.89,1,0
166,UA,United,UA8530,SAL,LIM,10/12/2024 16:32,10/12/2024 23:45,304,DELAYED,138,A320,ECONOMY,26D,0f057502-cc87-43e3-b923-0d84ec406d1d,Femenino,33,ES,01/09/2024 06:23,WEB,PUNTOS,59.5,GTQ,7.62,0,0
167,UA,United,UA7713,LAX,SAP,04/06/2024 18:37,04/06/2024 21:08,143,ON_TIME,0,B757,ECONOMY,30F,d082680b-6f0c-4766-9b5a-652697b9b73e,M,34,MX,29/04/2024 15:37,AEROPUERTO,PUNTOS,"64,26",USD,64.26,1,0
168,DL,DELTA,DL5413,SJO,SAP,08/04/2025 00:30,08/04/2025 06:36,348,ON_TIME,0,B767,ECONOMY,42B,ab782df8-10be-40e2-a7bf-dd75543e7953,F,46,HN,27/03/2025 09:54,APP,TARJETA,77.36,MXN,4.49,2,1
169,AA,American Airlines,AA8922,MIA,LAX,06/01/2025 18:43,01/06/2025 23:24,281,ON_TIME,0,E190,ECONOMY,34B,6a23ad5a-04b4-4975-b083-eae55b58437f,M,23,SV,11-25-2024 01:02 AM,WEB,TRANSFERENCIA,72.79,USD,72.79,1,0
170,B6,JetBlue,B63370,bcn,SAP,29/03/2024 19:07,03-30-2024 01:14 AM,348,ON_TIME,0,B787,ECONOMY,30B,b652d07c-906e-4a07-add9-5ddc02a912cd,F,39,SV,12/01/2024 15:24,AEROPUERTO,PAYPAL,66.87,USD,66.87,1,0
171,LA,LATAM,LA3084,SAP,SAL,11/12/2025 19:02,11/12/2025 22:38,221,ON_TIME,0,B739,ECONOMY,32D,680fd157-e045-46c4-bad2-5dab47b9e5c5,F,23,GT,24/10/2025 01:59,WEB,PUNTOS,88.7,MXN,5.14,1,0
172,FR,Ryanair,FR8221,MEX,LAX,14/04/2024 07:06,14/04/2024 07:50,50,ON_TIME,0,B787,ECONOMY,44D,4f74f312-81ae-46af-9b24-8cfffd92ff18,M,37,MX,04/03/2024 02:25,,PAYPAL,68.21,MXN,3.96,1,0
173,B6,JetBlue,B67688,BCN,SJO,01/07/2025 11:57,01/07/2025 15:47,233,ON_TIME,0,B739,BUSINESS,4B,cf6a862d-febf-4217-a203-f4e245dae34d,F,27,ES,05/01/2025 19:52,AEROPUERTO,PUNTOS,"194,35",USD,194.35,1,0
174,IB,Iberia,IB7318,CUN,GUA,28/01/2024 10:31,28/01/2024 19:54,400,DELAYED,154,CRJ9,ECONOMY,36D,7ff81463-1eb0-436c-9928-ccbcd9ed3953,M,15,GT,04/11/2023 00:40,AEROPUERTO,TARJETA,"49,77",USD,49.77,0,0
175,WN,Southwest,WN7776,GUA,BOG,23/09/2024 07:08,23/09/2024 08:35,88,ON_TIME,0,B757,PREMIUM_ECONOMY,14D,3f151d48-1aba-43b2-a1c4-0d4066929665,M,24,PA,06-21-2024 10:58 AM,APP,PUNTOS,102.05,GTQ,13.06,1,0
176,CM,COPA AIRLINES,CM0174,MIA,HAV,11/06/2025 00:02,11/06/2025 03:51,206,ON_TIME,0,A320,ECONOMY,45E,75242dae-f128-4b22-a310-00c85e208957,M,38,PE,23/03/2025 03:08,AGENCIA,TRANSFERENCIA,136.51,USD,136.51,2,1
177,FR,Ryanair,FR4529,BCN,MEX,30/09/2024 00:44,09-30-2024 03:29 AM,157,ON_TIME,0,E190,ECONOMY,35A,77017c8c-4b73-4d2e-b3f9-edfd4b67281f,F,45,CU,06/06/2024 18:06,WEB,TARJETA,77.02,USD,77.02,1,0
178,DL,Delta,DL8155,HAV,CUN,27/02/2024 11:24,27/02/2024 14:23,186,ON_TIME,0,A320,ECONOMY,17C,8a27efbc-fdd6-463e-a73a-902b2ec835f4,M,33,SV,26/12/2023 04:45,CALL_CENTER,EFECTIVO,"57,35",GTQ,7.34,0,0
179,BA,British Airways,BA4751,MIA,GUA,03/12/2025 15:17,03/12/2025 19:12,245,ON_TIME,0,A320,BUSINESS,7D,066c7d6c-0324-428d-a748-e1282e745318,M,33,SV,24/09/2025 08:17,CALL_CENTER,PAYPAL,161.96,USD,161.96,1,0
180,IB,Iberia,IB8571,SJO,LIM,10-30-2024 12:04 AM,10-30-2024 01:55 AM,99,ON_TIME,0,B777,BUSINESS,7F,925f7d2f-2c8a-4fb4-8369-462c4d568e41,m,38,US,25/10/2024 00:27,APP,PAYPAL,134.16,USD,134.16,2,1
181,AA,American Airlines,AA6587,GUA,LIM,25/07/2025 05:57,07-25-2025 08:15 AM,117,ON_TIME,0,B787,ECONOMY,45E,3b7419fb-29c5-4656-8b5d-ceeb26de1210,M,40,CU,08/07/2025 05:46,WEB,TRANSFERENCIA,139.28,MXN,8.08,0,0
182,UA,United,UA7799,SAP,HAV,05/02/2024 09:47,02/05/2024 15:36,348,ON_TIME,0,E190,ECONOMY,20D,d496d920-4086-4059-a0c7-6049b727b987,femenino,32,HN,13/01/2024 19:32,AEROPUERTO,TARJETA,93.75,USD,93.75,2,1
183,UA,United,UA7773,CUN,MEX,04-19-2025 05:15 AM,04-19-2025 11:46 AM,399,ON_TIME,0,A320,ECONOMY,35A,905d339e-9bc7-4079-a56c-ad76cc125b4a,F,42,ES,04/03/2025 16:15,AEROPUERTO,EFECTIVO,70.78,USD,70.78,3,2
184,UA,United,UA7717,MAD,HAV,14/07/2024 06:05,14/07/2024 10:00,216,ON_TIME,0,B757,ECONOMY,45E,b5e1b412-2ca4-4b74-96dd-3b8f821b513d,M,36,GT,05/11/2024 13:58,WEB,EFECTIVO,"81,81",GTQ,10.47,1,0
185,CM,Copa Airlines,CM6746,CUN,JFK,27/10/2024 20:21,28/10/2024 00:15,236,ON_TIME,0,B737,ECONOMY,27C,b5e550c8-3738-4352-b049-e5fd0f64e75b,M,35,GT,07-30-2024 02:18 AM,AGENCIA,EFECTIVO,62.14,USD,62.14,1,0
186,IB,Iberia,ib1487,GUA,JFK,07-21-2025 12:31 AM,21/07/2025 05:00,264,ON_TIME,0,A319,ECONOMY,23E,0f7daa4a-2917-44e7-af4b-fadb459c7238,F,34,GT,05-27-2025 11:29 PM,CALL_CENTER,PUNTOS,"96,96",USD,96.96,1,0
187,BA,British Airways,BA5964,LIM,BOG,19/01/2024 23:06,20/01/2024 07:55,277,DELAYED,233,B739,ECONOMY,21C,127e988f-28c0-4438-ab6e-cf128c9279ec,M,52,CU,18/01/2024 03:02,CALL_CENTER,TRANSFERENCIA,113.95,USD,113.95,1,0
